run_id,scenario,intensity,run,n_flows,total_throughput_mbps,max_flow_throughput_mbps,max_flow_txpackets,flow_concentration,delivery_ratio,overall_loss_ratio,monitor_owd_ms,monitor_pdv_ms,victim_startup_lag_ms,mean_owd_ms,mean_pdv_ms,telemetry_throughput_mbps,label_class,label_binary
mitm_i1.0_r1,mitm,1.0,1,4,12.570042431514116,12.337814200115554,21554,0.8675736596361294,0.977116704805492,0.025116728385123167,31.78992435239876,11.247928342202593,11.249999999999982,10.92309893161114,2.970179843184236,0.059912487377987204,mitm,attack
mitm_i1.0_r2,mitm,1.0,2,5,12.864132349328688,12.638834413307265,26647,0.8968732119417051,0.8762626262626263,0.08528827706909899,45.19647050965317,17.165691313071655,32.08000000000011,15.229911446181893,7.43110381834632,0.048665679134562774,mitm,attack
mitm_i1.0_r3,mitm,1.0,3,5,10.273153314372058,10.023625173598422,17441,0.8335404320397629,0.9617486338797814,0.030395717835977824,22.67193970167213,10.2158844809344,31.789999999999985,10.323610053954905,4.07818970431872,0.0570252222782444,mitm,attack
mitm_i1.0_r4,mitm,1.0,4,6,12.63159159005083,12.400830313478522,29921,0.8856821478258295,0.7076566125290024,0.20640558860965574,61.61034905561149,15.148132409730882,27.089999999999836,19.420702423993472,6.820620406065679,0.04189795966267001,mitm,attack
mitm_i1.0_r5,mitm,1.0,5,8,10.7657766515424,10.421668699403275,18170,0.7812365637630063,0.989330171902786,0.004858543296930089,16.58067809461054,6.9484999978652215,5.279999999999951,6.383260754981198,3.8699908188083287,0.042459291043426904,mitm,attack
mitm_i1.0_r6,mitm,1.0,6,4,10.027408825895403,9.807122971641709,18613,0.8499086757990868,0.9831625183016105,0.012191780821917807,13.136212893004174,7.213479502433508,29.020000000000046,5.3333421339157505,1.9679065950814023,0.04411195010891447,mitm,attack
mitm_i1.0_r7,mitm,1.0,7,7,11.20870287543439,10.941537220680907,17015,0.8152069758528172,0.9737434358589647,0.02548869298581832,23.360061633281973,10.955724191063174,19.950000000000134,11.377992528665114,6.8344317077609515,0.05050514510340986,mitm,attack
mitm_i1.0_r8,mitm,1.0,8,5,11.400709406660713,11.175291345041408,22656,0.8853458382180539,0.851985559566787,0.16924579914028917,40.74411521190591,11.586357872391641,22.940000000000182,21.830261786484385,11.659745900585213,0.05845268976232458,mitm,attack
mitm_i1.0_r9,mitm,1.0,9,8,9.81134796467131,9.460375658262903,17849,0.7642147628018496,0.985014409221902,0.010575441000171262,22.877037551899374,7.858311338899764,84.13000000000004,16.894742700940267,8.68276507946609,0.04943655657213707,mitm,attack
mitm_i1.0_r10,mitm,1.0,10,7,11.178468717275589,10.941332406240493,27507,0.8715779467680609,0.7543478260869565,0.22300380228136882,56.052658835512986,12.554677387228615,30.49999999999997,23.542295210424605,11.103846544246093,0.06829022855058565,mitm,attack
mitm_i2.0_r1,mitm,2.0,1,4,12.056520294360542,11.836866121457817,21554,0.8694284216046145,0.8726163234172387,0.06546730668387721,35.4670197116799,10.661435490076268,10.050000000000114,12.419248210833699,2.836110937401145,0.059912487377987204,mitm,attack
mitm_i2.0_r2,mitm,2.0,2,5,12.634014170351172,12.41160994404613,26647,0.8971751792868927,0.8535353535353535,0.10104036901114441,80.34240631163709,20.177449693214662,33.37000000000012,31.114193876126315,11.593988975754515,0.048665679134562774,mitm,attack
mitm_i2.0_r3,mitm,2.0,3,5,10.235241086610845,9.988859109399227,17441,0.8340187452180566,0.9383294301327089,0.033712700841622034,20.481427862165205,9.794575116740916,33.959999999999994,10.127931426472133,4.1976547970297355,0.0570252222782444,mitm,attack
mitm_i2.0_r4,mitm,2.0,4,6,12.11505062518878,11.878991151519346,29921,0.8858132512286103,0.7648878576952823,0.23343596423707738,65.16349559705564,14.73677128896685,28.799999999999937,24.530417881595838,7.135909271246383,0.04189795966267001,mitm,attack
mitm_i2.0_r5,mitm,2.0,5,8,10.726123288022482,10.384354625982237,18170,0.7815389909243409,0.971547125074096,0.009075659168136263,22.713901268520118,7.564957715388887,5.909999999999638,8.920398965688022,5.102041244455077,0.042459291043426904,mitm,attack
mitm_i2.0_r6,mitm,2.0,6,4,10.056961689759307,9.835409297331184,18613,0.8495595417408371,0.9904831625183016,0.00921995526952394,14.87820615115242,7.314080908081808,29.349999999999987,5.659084104006082,1.9906986356179335,0.04411195010891447,mitm,attack
mitm_i2.0_r7,mitm,2.0,7,7,11.372289382380519,11.103001894883816,17015,0.8144265747654604,0.9789947486871718,0.013880911353628183,19.538073826010617,9.78853891592393,20.65000000000028,7.246446880535266,5.083131961230658,0.05050514510340986,mitm,attack
mitm_i2.0_r8,mitm,2.0,8,5,12.499933556753023,12.267595250058209,22656,0.8845162801592878,0.9106498194945848,0.09701725618802218,40.82395749261432,11.763877096561568,23.880000000000123,18.78922024643124,8.566018005791978,0.05845268976232458,mitm,attack
mitm_i2.0_r9,mitm,2.0,9,8,9.733238700686828,9.384749857163774,17849,0.7645421057140409,0.9763688760806917,0.016491047716953654,20.136230537494942,7.738474871266164,79.34000000000019,8.02608937854179,4.677078167149293,0.04943655657213707,mitm,attack
mitm_i2.0_r10,mitm,2.0,10,7,11.402867190825999,11.158328305164536,27507,0.8699791258144095,0.8,0.2072553608703903,50.110168986593294,12.494764477669577,31.420000000000226,16.29910744633273,8.064421498802298,0.06829022855058565,mitm,attack
mitm_i5.0_r1,mitm,5.0,1,4,12.397346267243918,12.171919695273878,21554,0.8684475603368387,0.9183829138062548,0.03936500261896128,32.34950350098827,11.768062418520543,15.750000000000153,10.974659766177254,3.1053242006463804,0.059912487377987204,mitm,attack
mitm_i5.0_r2,mitm,5.0,2,5,12.95588394809027,12.732175510780792,26647,0.8964206418623427,0.8434343434343434,0.08070376101729126,55.91270689667596,18.39820445751097,38.07999999999989,20.26071351367442,9.717855214109496,0.048665679134562774,mitm,attack
mitm_i5.0_r3,mitm,5.0,3,5,10.036285736415763,9.791484807833333,17441,0.8342182044291385,0.9227166276346604,0.050700722246137656,35.331818094631345,12.34889879912589,36.25999999999996,11.177287258095848,3.677278768852859,0.0570252222782444,mitm,attack
mitm_i5.0_r4,mitm,5.0,4,6,11.908326486261947,11.6833118000952,29921,0.8867583427182739,0.6929621036349575,0.24832552901428487,56.79133333333333,15.417803422619048,32.709999999999795,21.71068821196228,7.3072321881568,0.04189795966267001,mitm,attack
mitm_i5.0_r5,mitm,5.0,5,8,10.713608614276453,10.375677118507797,18170,0.7816062287607003,0.973325429756965,0.013292037682281585,19.972044938126714,7.685548061095002,10.279999999999845,8.023269407601665,4.878462830639061,0.042459291043426904,mitm,attack
mitm_i5.0_r6,mitm,5.0,6,4,9.990403548523378,9.76910458431676,18613,0.8494432274552757,0.986090775988287,0.015014603870025556,19.540764722347046,7.881151847830722,31.079999999999774,7.049257508511145,2.133548083249272,0.04411195010891447,mitm,attack
mitm_i5.0_r7,mitm,5.0,7,7,11.192279598312041,10.923130631027734,17015,0.8142317079006556,0.9737434358589647,0.027133081303536394,26.619024034883594,10.038832176253484,23.85000000000037,8.908789861717546,5.096936960603188,0.05050514510340986,mitm,attack
mitm_i5.0_r8,mitm,5.0,8,5,12.478812035728941,12.242256580683437,22656,0.8838261683701334,0.9332129963898917,0.0968245299211984,43.162596144241334,12.284593093052187,29.25000000000022,21.760801445878933,8.800899387231338,0.05845268976232458,mitm,attack
mitm_i5.0_r9,mitm,5.0,9,8,9.741537986005815,9.393319915819937,17849,0.7643129362394553,0.9740634005763689,0.01652892561983471,23.948614153458823,8.214831622048768,79.34000000000019,14.911591683929469,7.201899476939114,0.04943655657213707,mitm,attack
mitm_i5.0_r10,mitm,5.0,10,7,11.602143988719737,11.355890739735075,27507,0.8693467336683417,0.7862318840579711,0.1947789260769255,46.41710596066383,11.014448691304478,35.340000000000146,17.222403008993826,7.631649928976276,0.06829022855058565,mitm,attack
mitm_i10.0_r1,mitm,10.0,1,4,12.45802945676004,12.230168532090435,21554,0.8680278683903185,0.935163996948894,0.035077121340260156,33.418721330421846,11.906563601078002,20.119999999999916,11.516944874207926,3.1388411602849087,0.059912487377987204,mitm,attack
mitm_i10.0_r2,mitm,10.0,2,5,12.922794838385022,12.695056652539687,26647,0.8963904867628755,0.8872053872053872,0.08150839304336126,47.70186502362078,18.271781568091328,42.759999999999906,17.893404552428404,9.523565003869857,0.048665679134562774,mitm,attack
mitm_i10.0_r3,mitm,10.0,3,5,10.16320077245017,9.917292910468484,17441,0.8341384092974318,0.9297423887587822,0.039456693289970826,33.56739111104776,11.447798837549474,42.22999999999999,10.6447160811113,3.4870916872896274,0.0570252222782444,mitm,attack
mitm_i10.0_r4,mitm,10.0,4,6,11.583943028016996,11.357738256702048,29921,0.8866006874481451,0.7161639597834494,0.2660305795899016,88.46591706754367,16.779597200405785,40.49999999999976,28.604015756728103,7.966819156132065,0.04189795966267001,mitm,attack
mitm_i10.0_r5,mitm,10.0,5,8,10.631159993615471,10.290803804804343,18170,0.7820772177506133,0.975103734439834,0.01876640984806095,15.40795352237313,7.509941749066985,10.990000000000055,8.695942436214903,5.325218043184357,0.042459291043426904,mitm,attack
mitm_i10.0_r6,mitm,10.0,6,4,9.920945076465978,9.704418996493015,18613,0.8502580969348134,0.9480234260614934,0.02316020282307798,15.744993228082233,8.140526956275648,34.03999999999962,6.202865680624564,2.2026497563434897,0.04411195010891447,mitm,attack
mitm_i10.0_r7,mitm,10.0,7,7,11.176055116237626,10.908696209833849,17015,0.8148946360153256,0.9639909977494373,0.02825670498084291,28.61271783626602,11.100143539843048,26.040000000000063,10.430226969364714,6.143673254268557,0.05050514510340986,mitm,attack
mitm_i10.0_r8,mitm,10.0,8,5,12.106600388367744,11.874700372534669,22656,0.8839641045649629,0.8889891696750902,0.12329301599687865,54.937359257859406,11.705393063722088,30.22999999999998,25.470559360859163,10.130371770951943,0.05845268976232458,mitm,attack
mitm_i10.0_r9,mitm,10.0,9,8,9.688589973770144,9.343287458131105,17849,0.7648041820207387,0.9602305475504322,0.02223840946096495,20.294436361808877,7.808601122052595,83.06000000000013,7.691688073967155,4.569602396554547,0.04943655657213707,mitm,attack
mitm_i10.0_r10,mitm,10.0,10,7,11.542893672009168,11.295254487337104,27507,0.8696765626482026,0.8130434782608695,0.19747699895665372,59.734347258255234,14.22014154356612,36.54000000000002,19.30895866829393,8.794752393684226,0.06829022855058565,mitm,attack
mitm_i20.0_r1,mitm,20.0,1,4,12.20460143533992,11.980823331759435,21554,0.8692531053395709,0.9168573607932876,0.05271011453460236,26.408975706618435,11.104377313663369,22.20000000000022,9.737399163439832,2.9422038293001025,0.059912487377987204,mitm,attack
mitm_i20.0_r2,mitm,20.0,2,5,12.969908913268345,12.746952344469989,26647,0.8969939744841283,0.851010101010101,0.07984650082472144,56.12729834084029,19.469069982261246,57.05999999999989,18.622148103973256,8.190098758838568,0.048665679134562774,mitm,attack
mitm_i20.0_r3,mitm,20.0,3,5,9.93887554061055,9.692658698331574,17441,0.8342980148289882,0.936768149882904,0.05548911743602009,31.674657745336575,12.271006427412814,46.59000000000013,10.957004105621014,4.142093481637662,0.0570252222782444,mitm,attack
mitm_i20.0_r4,mitm,20.0,4,6,12.56952063470192,12.338409800624548,29921,0.886128057809631,0.7076566125290024,0.20893798495528046,72.04060109289618,16.818534420123946,38.269999999999804,25.29537735498921,7.02186685435455,0.04189795966267001,mitm,attack
mitm_i20.0_r5,mitm,20.0,5,8,10.647161916564926,10.306511614015175,18170,0.7816398520175514,0.970954356846473,0.016217843930138517,22.26330540804225,8.028688657833396,21.500000000000075,7.122942806755985,4.1220196603448285,0.042459291043426904,mitm,attack
mitm_i20.0_r6,mitm,20.0,6,4,10.042364076143054,9.821106123133537,18613,0.8495983202483112,0.9890190336749634,0.010407157202848275,12.725596013456851,7.078418448176141,43.189999999999614,5.1367509055381255,1.9332418403049048,0.04411195010891447,mitm,attack
mitm_i20.0_r7,mitm,20.0,7,7,11.266303369687737,11.002802640125925,17015,0.815128868448788,0.9302325581395349,0.02414486921529175,30.57760918114144,11.03189888337469,28.53000000000039,10.367264971584834,6.138538246439275,0.05050514510340986,mitm,attack
mitm_i20.0_r8,mitm,20.0,8,5,12.428253270818377,12.202628680231967,22656,0.8854842491987805,0.8646209386281588,0.10353318220902055,34.472700008005866,12.385982801764573,35.810000000000116,21.881997182232325,9.716132108074973,0.05845268976232458,mitm,attack
mitm_i20.0_r9,mitm,20.0,9,8,9.59564295364275,9.254396436167617,17849,0.7653945111492282,0.9342939481268011,0.030145797598627788,20.33768289266547,7.85996022114397,83.48000000000022,6.8566536663340525,3.9096756222305813,0.04943655657213707,mitm,attack
mitm_i20.0_r10,mitm,20.0,10,7,10.99994275703907,10.771222950533387,27507,0.87166080425896,0.6768115942028986,0.23595398802167505,35.76010161914422,12.990220744580938,44.03999999999986,14.231385709526938,8.275011666297514,0.06829022855058565,mitm,attack
mitm_i50.0_r1,mitm,50.0,1,4,12.585691492388502,12.36873239539799,21554,0.8677832353651663,0.07932875667429443,0.0706176020613576,24.566816955452964,10.820971138857246,39.84999999999994,8.572989953148955,2.8615308799524066,0.059912487377987204,mitm,attack
mitm_i50.0_r2,mitm,50.0,2,5,12.974789135121679,12.76008174283124,26647,0.8966317843803627,0.7617845117845118,0.08257343786803055,56.50779562527286,19.299145929616977,66.0099999999999,34.62307222438183,14.164110329315815,0.048665679134562774,mitm,attack
mitm_i50.0_r3,mitm,50.0,3,5,10.11466808291682,9.87012510916113,17441,0.8342182044291385,0.9172521467603435,0.0429042904290429,21.558022396416572,10.589480713239727,70.41999999999993,7.541751480621734,3.1389885708162977,0.0570252222782444,mitm,attack
mitm_i50.0_r4,mitm,50.0,4,6,13.041947621407083,12.806709843479089,29921,0.8853414605278731,0.740139211136891,0.18135282281926854,97.54406120803233,17.98926837717505,67.87000000000009,29.507741943980083,7.887884571454141,0.04189795966267001,mitm,attack
mitm_i50.0_r5,mitm,50.0,5,8,10.69851485942328,10.360394927968452,18170,0.7819425915565693,0.972732661529342,0.013943280113611912,20.113645083168343,8.311348740538142,40.2499999999999,7.527119249325967,4.444375444360185,0.042459291043426904,mitm,attack
mitm_i50.0_r6,mitm,50.0,6,4,10.01635379508843,9.79670321598049,18613,0.8496371022960697,0.972913616398243,0.013557310448715023,14.006783537628111,7.044387657892586,55.69999999999986,5.627111674741033,1.924641021703572,0.04411195010891447,mitm,attack
mitm_i50.0_r7,mitm,50.0,7,7,11.20549913679717,10.943039504365732,17015,0.8148165884493822,0.9197299324831207,0.029115985058902404,22.095489807983,9.838415123895615,49.300000000000125,8.058798476469567,5.201184838718467,0.05050514510340986,mitm,attack
mitm_i50.0_r8,mitm,50.0,8,5,12.290268017441461,12.061081708890434,22656,0.8844472204871955,0.871841155234657,0.11200031230480949,34.98266890909846,12.02911637509121,63.4800000000002,17.179004959764555,8.423106483038293,0.05845268976232458,mitm,attack
mitm_i50.0_r9,mitm,50.0,9,8,9.732277817035408,9.387673542250832,17849,0.7648041820207387,0.9435158501440922,0.018167795012426085,20.57179218629338,7.846062566994387,144.58000000000038,8.309048774303703,5.535766826748695,0.04943655657213707,mitm,attack
mitm_i50.0_r10,mitm,50.0,10,7,11.266068183252269,11.036812776656141,27507,0.8715227171915595,0.6630434782608695,0.21956783473797606,44.49510153434987,13.54514467750018,63.66000000000005,18.013757199373263,11.119494592289541,0.06829022855058565,mitm,attack
mitm_i100.0_r1,mitm,100.0,1,4,12.35602105408924,12.135290282803064,21554,0.8692180505706335,0.8840579710144928,0.04359398314312215,30.937755839269514,11.743335382687336,69.47999999999999,10.947602596181015,3.0997696032475917,0.059912487377987204,mitm,attack
mitm_i100.0_r2,mitm,100.0,2,5,12.358976271782957,12.143707063272773,26647,0.8973866774432545,0.7887205387205387,0.12012527783390584,72.2001554236609,22.355434769671458,94.67999999999988,26.858142028485645,11.724144692440051,0.048665679134562774,mitm,attack
mitm_i100.0_r3,mitm,100.0,3,5,10.432981799006956,10.181194239221922,17441,0.8329830929410641,0.9718969555035128,0.015426497277676952,22.32994918060869,10.148034184129884,101.49000000000008,7.625245569221155,3.077129500752254,0.0570252222782444,mitm,attack
mitm_i100.0_r4,mitm,100.0,4,6,12.12821932646596,11.899384628584505,29921,0.8864168271367204,0.7161639597834494,0.23415790253295807,70.01500714185575,18.574876170583682,113.69000000000007,25.69359585297858,7.957722163376037,0.04189795966267001,mitm,attack
mitm_i100.0_r5,mitm,100.0,5,8,10.732304073747077,10.389972535827411,18170,0.7813709469338609,0.9857735625370481,0.008815687623634643,20.356433367694642,7.770058138619248,101.29999999999973,10.025874163028444,5.708899837150423,0.042459291043426904,mitm,attack
mitm_i100.0_r6,mitm,100.0,6,4,10.121717547481978,9.900384924573274,18613,0.84932694501483,0.9875549048316252,0.003924252794889345,12.110727635078424,7.3298543455325715,82.09999999999962,4.956310467872281,1.9957198957015208,0.04411195010891447,mitm,attack
mitm_i100.0_r7,mitm,100.0,7,7,11.31259778067665,11.043940949498586,17015,0.8144655593317697,0.9714928732183046,0.018524723565171604,20.2580025974559,9.837821098026108,85.95000000000041,7.1876513394095145,4.57990247618943,0.05050514510340986,mitm,attack
mitm_i100.0_r8,mitm,100.0,8,5,11.75726766024036,11.525658051767653,22656,0.8844472204871955,0.8971119133574007,0.1900374765771393,26.56050005861338,10.543811897170993,115.29000000000033,13.54528064371092,6.897725582909483,0.05845268976232458,mitm,attack
mitm_i100.0_r9,mitm,100.0,9,8,9.78592133443843,9.441248927026304,17849,0.7646076079506511,0.940057636887608,0.015721384509938315,19.949043646851074,7.945286416024427,259.3700000000001,8.23111006925871,4.9089123609556236,0.04943655657213707,mitm,attack
mitm_i100.0_r10,mitm,100.0,10,7,11.186449083679191,10.950414163768574,27507,0.870970806155405,0.7246376811594203,0.22186688620100056,53.992126180257515,13.14649669527897,97.28000000000003,22.079136224689933,9.908179125997398,0.06829022855058565,mitm,attack
mitm_i200.0_r1,mitm,200.0,1,4,12.16570164184013,11.941979244494728,21554,0.8688676583222478,0.9153318077803204,0.05526665860442617,31.2129321086262,11.937002103301385,125.45999999999991,11.053419289105895,3.1519885272050643,0.059912487377987204,mitm,attack
mitm_i200.0_r2,mitm,200.0,2,5,12.281764355652278,12.06289570886153,26647,0.8968430263866451,0.8072390572390572,0.1264472267097469,60.52316541263084,20.235129943782848,149.00000000000003,40.9936157826083,17.359669901518394,0.048665679134562774,mitm,attack
